IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
152.70.51.214,443,443,true,FRA,Europe,Frankfurt,183,11.36
141.147.185.149,8080,8080,false,NRT,Asia Pacific,Tokyo,93,11.36
158.101.84.123,2086,2086,false,NRT,Asia Pacific,Tokyo,79,11.35
140.238.46.138,2083,2083,true,NRT,Asia Pacific,Tokyo,88,11.35
158.101.149.122,2082,2082,false,NRT,Asia Pacific,Tokyo,77,11.34
150.230.22.53,443,443,true,FRA,Europe,Frankfurt,185,11.33
151.145.69.174,8443,8443,true,NRT,Asia Pacific,Tokyo,82,11.33
131.186.37.69,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.33
158.101.150.126,2087,2087,true,NRT,Asia Pacific,Tokyo,87,11.32
141.147.167.40,2087,2087,true,NRT,Asia Pacific,Tokyo,97,11.32
141.147.186.210,2052,2052,false,NRT,Asia Pacific,Tokyo,80,11.31
141.147.191.132,80,80,false,NRT,Asia Pacific,Tokyo,74,11.31
141.147.160.221,2087,2087,true,NRT,Asia Pacific,Tokyo,82,11.31
132.145.120.118,2053,2053,true,NRT,Asia Pacific,Tokyo,112,11.30
131.186.46.75,8443,8443,true,NRT,Asia Pacific,Tokyo,109,11.30
158.101.158.238,8443,8443,true,NRT,Asia Pacific,Tokyo,80,11.29
141.144.202.98,443,443,true,FRA,Europe,Frankfurt,179,11.29
158.101.139.42,2052,2052,false,NRT,Asia Pacific,Tokyo,102,11.28
158.101.140.154,2096,2096,true,NRT,Asia Pacific,Tokyo,145,11.28
152.70.63.210,443,443,true,FRA,Europe,Frankfurt,184,11.28
132.145.120.197,2083,2083,true,NRT,Asia Pacific,Tokyo,115,11.27
158.101.136.239,2087,2087,true,NRT,Asia Pacific,Tokyo,117,11.26
152.70.52.215,443,443,true,AMS,Europe,Amsterdam,200,11.25
132.145.120.115,2052,2052,false,NRT,Asia Pacific,Tokyo,79,11.25
152.70.99.218,2087,2087,true,NRT,Asia Pacific,Tokyo,113,11.25
151.145.66.219,8080,8080,false,NRT,Asia Pacific,Tokyo,69,11.25
131.186.43.207,2082,2082,false,NRT,Asia Pacific,Tokyo,74,11.25
143.47.191.168,443,443,true,FRA,Europe,Frankfurt,223,11.25
131.186.46.75,2087,2087,true,NRT,Asia Pacific,Tokyo,132,11.25
138.3.214.43,8880,8880,false,NRT,Asia Pacific,Tokyo,89,11.24
158.101.139.42,8443,8443,true,NRT,Asia Pacific,Tokyo,88,11.23
138.3.212.144,8880,8880,false,NRT,Asia Pacific,Tokyo,69,11.23
158.101.155.115,2096,2096,true,NRT,Asia Pacific,Tokyo,92,11.21
158.101.155.158,2095,2095,false,NRT,Asia Pacific,Tokyo,92,11.21
131.186.37.69,2095,2095,false,NRT,Asia Pacific,Tokyo,78,11.20
158.101.94.15,2086,2086,false,NRT,Asia Pacific,Tokyo,79,11.20
158.101.152.221,2095,2095,false,NRT,Asia Pacific,Tokyo,92,11.19
131.186.34.244,2096,2096,true,NRT,Asia Pacific,Tokyo,130,11.19
131.186.47.223,8080,8080,false,NRT,Asia Pacific,Tokyo,81,11.19
141.147.16.152,8443,443,true,FRA,Europe,Frankfurt,167,11.18
132.145.123.159,8880,8880,false,NRT,Asia Pacific,Tokyo,71,11.18
158.101.146.203,2087,2087,true,NRT,Asia Pacific,Tokyo,96,11.17
151.145.64.170,2087,2087,true,NRT,Asia Pacific,Tokyo,345,11.17
131.186.34.244,2082,2082,false,NRT,Asia Pacific,Tokyo,83,11.16
158.101.142.103,2052,2052,false,NRT,Asia Pacific,Tokyo,70,11.16
168.138.200.159,2086,2086,false,NRT,Asia Pacific,Tokyo,77,11.16
158.101.154.70,2082,2082,false,NRT,Asia Pacific,Tokyo,82,11.16
158.101.149.71,2086,2086,false,NRT,Asia Pacific,Tokyo,75,11.16
131.186.37.69,2086,2086,false,NRT,Asia Pacific,Tokyo,89,11.15
140.238.80.153,443,443,true,FRA,Europe,Frankfurt,180,11.14
141.147.174.190,8443,8443,true,NRT,Asia Pacific,Tokyo,112,11.14
132.145.127.51,80,80,false,NRT,Asia Pacific,Tokyo,80,11.14
158.101.137.74,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.14
131.186.59.94,8880,8880,false,NRT,Asia Pacific,Tokyo,90,11.13
141.147.191.132,8880,8880,false,NRT,Asia Pacific,Tokyo,86,11.13
141.147.185.149,8880,8880,false,NRT,Asia Pacific,Tokyo,91,11.12
131.186.58.151,2087,2087,true,NRT,Asia Pacific,Tokyo,87,11.12
158.101.131.218,2095,2095,false,NRT,Asia Pacific,Tokyo,108,11.12
132.226.214.48,443,443,true,FRA,Europe,Frankfurt,192,11.11
158.101.154.70,2052,2052,false,NRT,Asia Pacific,Tokyo,80,11.11
152.70.99.187,8443,8443,true,NRT,Asia Pacific,Tokyo,99,11.10
131.186.43.207,8443,8443,true,NRT,Asia Pacific,Tokyo,105,11.10
132.145.126.21,2052,2052,false,NRT,Asia Pacific,Tokyo,74,11.10
132.145.122.95,2095,2095,false,NRT,Asia Pacific,Tokyo,85,11.09
158.101.150.74,8080,8080,false,NRT,Asia Pacific,Tokyo,73,11.09
158.101.139.42,2083,2083,true,NRT,Asia Pacific,Tokyo,131,11.09
138.3.220.4,8880,8880,false,NRT,Asia Pacific,Tokyo,80,11.09
158.101.137.74,8443,8443,true,NRT,Asia Pacific,Tokyo,120,11.09
131.186.39.42,80,80,false,NRT,Asia Pacific,Tokyo,81,11.08
152.70.98.174,80,80,false,NRT,Asia Pacific,Tokyo,74,11.08
168.138.206.68,80,80,false,NRT,Asia Pacific,Tokyo,89,11.08
158.101.140.154,8080,8080,false,NRT,Asia Pacific,Tokyo,73,11.07
140.238.32.238,2096,2096,true,NRT,Asia Pacific,Tokyo,82,11.07
158.101.137.96,2082,2082,false,NRT,Asia Pacific,Tokyo,78,11.06
131.186.62.26,2086,2086,false,NRT,Asia Pacific,Tokyo,82,11.05
141.147.191.132,2082,2082,false,NRT,Asia Pacific,Tokyo,88,11.05
132.145.113.148,2087,2087,true,NRT,Asia Pacific,Tokyo,153,11.05
132.145.120.182,8080,8080,false,NRT,Asia Pacific,Tokyo,79,11.04
158.101.90.190,2096,2096,true,NRT,Asia Pacific,Tokyo,94,11.04
132.145.126.204,2095,2095,false,NRT,Asia Pacific,Tokyo,74,11.04
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,90,11.03
152.70.98.174,8443,8443,true,NRT,Asia Pacific,Tokyo,91,11.03
138.3.210.114,8080,8080,false,NRT,Asia Pacific,Tokyo,112,11.03
158.101.142.103,8080,8080,false,NRT,Asia Pacific,Tokyo,89,11.02
131.186.59.94,2086,2086,false,NRT,Asia Pacific,Tokyo,83,11.01
151.145.69.174,2087,2087,true,NRT,Asia Pacific,Tokyo,70,11.01
158.101.159.181,80,80,false,NRT,Asia Pacific,Tokyo,72,11.00
141.147.36.12,443,443,true,FRA,Europe,Frankfurt,188,11.00
158.101.136.239,2052,2052,false,NRT,Asia Pacific,Tokyo,85,11.00
152.70.107.26,2087,2087,true,NRT,Asia Pacific,Tokyo,116,10.99
158.101.159.212,8080,8080,false,NRT,Asia Pacific,Tokyo,83,10.99
131.186.63.184,2052,2052,false,NRT,Asia Pacific,Tokyo,82,10.99
132.145.112.247,2052,2052,false,NRT,Asia Pacific,Tokyo,92,10.99
155.248.162.160,2095,2095,false,NRT,Asia Pacific,Tokyo,69,10.99
130.162.54.206,443,443,true,FRA,Europe,Frankfurt,193,10.98
152.70.107.26,2082,2082,false,NRT,Asia Pacific,Tokyo,80,10.98
155.248.160.83,2086,2086,false,NRT,Asia Pacific,Tokyo,76,10.98
143.47.225.135,443,443,true,FRA,Europe,Frankfurt,228,10.97
158.101.68.48,2082,2082,false,NRT,Asia Pacific,Tokyo,85,10.97
89.168.103.247,443,443,true,FRA,Europe,Frankfurt,204,10.97
132.145.246.174,443,443,true,FRA,Europe,Frankfurt,189,10.97
158.101.154.70,2087,2087,true,NRT,Asia Pacific,Tokyo,89,10.97
144.21.32.193,2087,443,true,AMS,Europe,Amsterdam,193,10.97
130.61.199.164,443,443,true,FRA,Europe,Frankfurt,184,10.96
152.70.106.13,2052,2052,false,NRT,Asia Pacific,Tokyo,79,10.96
158.101.155.158,2082,2082,false,NRT,Asia Pacific,Tokyo,74,10.96
158.101.137.74,2083,2083,true,NRT,Asia Pacific,Tokyo,93,10.95
131.186.47.255,8880,8880,false,NRT,Asia Pacific,Tokyo,91,10.94
151.145.74.199,2096,2096,true,NRT,Asia Pacific,Tokyo,140,10.94
131.186.58.151,8880,8880,false,NRT,Asia Pacific,Tokyo,84,10.93
132.145.112.168,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.92
141.147.169.131,2053,2053,true,NRT,Asia Pacific,Tokyo,79,10.92
131.186.38.135,2086,2086,false,NRT,Asia Pacific,Tokyo,92,10.90
158.101.89.33,80,80,false,NRT,Asia Pacific,Tokyo,76,10.90
150.230.118.12,443,443,true,FRA,Europe,Frankfurt,191,10.89
131.186.45.88,80,80,false,NRT,Asia Pacific,Tokyo,78,10.89
130.162.58.1,443,443,true,FRA,Europe,Frankfurt,168,10.87
138.3.222.204,2096,2096,true,NRT,Asia Pacific,Tokyo,129,10.87
132.145.126.21,2095,2095,false,NRT,Asia Pacific,Tokyo,86,10.86
168.138.206.236,80,80,false,NRT,Asia Pacific,Tokyo,88,10.85
89.168.70.226,443,443,true,FRA,Europe,Frankfurt,183,10.85
151.145.75.28,2053,2053,true,NRT,Asia Pacific,Tokyo,80,10.84
152.70.106.195,8880,8880,false,NRT,Asia Pacific,Tokyo,90,10.84
130.162.51.114,443,443,true,FRA,Europe,Frankfurt,169,10.83
158.101.155.246,2096,2096,true,NRT,Asia Pacific,Tokyo,188,10.83
158.101.150.74,2083,2083,true,NRT,Asia Pacific,Tokyo,160,10.83
151.145.68.104,2052,2052,false,NRT,Asia Pacific,Tokyo,72,10.82
141.148.233.181,443,443,true,FRA,Europe,Frankfurt,237,10.82
141.147.189.242,2082,2082,false,NRT,Asia Pacific,Tokyo,81,10.82
155.248.160.116,8080,8080,false,NRT,Asia Pacific,Tokyo,81,10.81
138.3.210.114,8880,8880,false,NRT,Asia Pacific,Tokyo,69,10.81
131.186.47.223,2083,2083,true,NRT,Asia Pacific,Tokyo,116,10.81
152.70.106.195,2095,2095,false,NRT,Asia Pacific,Tokyo,85,10.80
141.147.175.230,8443,8443,true,NRT,Asia Pacific,Tokyo,111,10.80
138.3.220.4,2086,2086,false,NRT,Asia Pacific,Tokyo,70,10.79
131.186.35.189,2053,2053,true,NRT,Asia Pacific,Tokyo,132,10.79
158.101.88.214,8443,8443,true,NRT,Asia Pacific,Tokyo,83,10.78
158.101.146.160,2096,2096,true,NRT,Asia Pacific,Tokyo,90,10.78
131.186.34.244,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.77
158.101.146.160,8880,8880,false,NRT,Asia Pacific,Tokyo,89,10.77
158.101.68.48,2052,2052,false,NRT,Asia Pacific,Tokyo,86,10.76
131.186.43.207,2083,2083,true,NRT,Asia Pacific,Tokyo,146,10.76
158.101.89.33,2082,2082,false,NRT,Asia Pacific,Tokyo,85,10.76
158.101.154.70,80,80,false,NRT,Asia Pacific,Tokyo,82,10.75
89.168.84.8,443,443,true,FRA,Europe,Frankfurt,183,10.74
132.145.124.198,2052,2052,false,NRT,Asia Pacific,Tokyo,92,10.74
158.101.154.70,2095,2095,false,NRT,Asia Pacific,Tokyo,78,10.73
168.138.205.195,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.73
158.101.158.251,2083,2083,true,NRT,Asia Pacific,Tokyo,170,10.73
158.101.69.12,8080,8080,false,NRT,Asia Pacific,Tokyo,87,10.73
158.101.69.144,8880,8880,false,NRT,Asia Pacific,Tokyo,82,10.73
138.3.223.50,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.72
132.145.123.112,8443,8443,true,NRT,Asia Pacific,Tokyo,70,10.72
132.145.121.123,80,80,false,NRT,Asia Pacific,Tokyo,74,10.70
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,236,10.69
158.101.158.251,2086,2086,false,NRT,Asia Pacific,Tokyo,82,10.69
132.145.112.247,2086,2086,false,NRT,Asia Pacific,Tokyo,74,10.69
138.2.163.29,443,443,true,AMS,Europe,Amsterdam,182,10.68
138.3.217.39,2087,2087,true,NRT,Asia Pacific,Tokyo,95,10.68
158.101.154.70,8080,8080,false,NRT,Asia Pacific,Tokyo,84,10.68
138.3.217.39,2053,2053,true,NRT,Asia Pacific,Tokyo,123,10.68
151.145.70.28,2053,2053,true,NRT,Asia Pacific,Tokyo,147,10.67
138.2.151.106,443,443,true,EWR,North America,Newark,183,10.67
131.186.62.26,2053,2053,true,NRT,Asia Pacific,Tokyo,102,10.67
138.3.223.70,2095,2095,false,NRT,Asia Pacific,Tokyo,74,10.67
158.178.153.217,443,443,true,FRA,Europe,Frankfurt,192,10.66
132.145.123.143,8880,8880,false,NRT,Asia Pacific,Tokyo,84,10.66
131.186.63.127,2083,2083,true,NRT,Asia Pacific,Tokyo,120,10.66
132.145.123.238,2086,2086,false,NRT,Asia Pacific,Tokyo,67,10.66
152.70.106.13,2082,2082,false,NRT,Asia Pacific,Tokyo,76,10.66
144.21.38.144,443,443,true,FRA,Europe,Frankfurt,194,10.66
141.148.230.246,443,443,true,FRA,Europe,Frankfurt,173,10.65
131.186.46.75,2096,2096,true,NRT,Asia Pacific,Tokyo,120,10.65
158.101.142.103,2082,2082,false,NRT,Asia Pacific,Tokyo,93,10.65
152.70.99.187,80,80,false,NRT,Asia Pacific,Tokyo,79,10.64
132.145.112.247,8080,8080,false,NRT,Asia Pacific,Tokyo,82,10.63
132.145.126.21,2086,2086,false,NRT,Asia Pacific,Tokyo,84,10.62
131.186.60.162,2052,2052,false,NRT,Asia Pacific,Tokyo,80,10.62
158.101.158.238,2086,2086,false,NRT,Asia Pacific,Tokyo,93,10.62
132.145.121.123,2083,2083,true,NRT,Asia Pacific,Tokyo,83,10.62
151.145.65.203,80,80,false,NRT,Asia Pacific,Tokyo,81,10.61
155.248.160.83,80,80,false,NRT,Asia Pacific,Tokyo,80,10.60
131.186.63.184,8880,8880,false,NRT,Asia Pacific,Tokyo,91,10.60
138.3.220.4,8443,8443,true,NRT,Asia Pacific,Tokyo,71,10.60
152.70.106.21,8880,8880,false,NRT,Asia Pacific,Tokyo,87,10.59
131.186.36.248,2052,2052,false,NRT,Asia Pacific,Tokyo,76,10.59
141.147.191.132,2053,2053,true,NRT,Asia Pacific,Tokyo,107,10.59
131.186.41.255,8443,8443,true,NRT,Asia Pacific,Tokyo,147,10.58
132.145.123.112,2086,2086,false,NRT,Asia Pacific,Tokyo,84,10.58
138.3.223.70,8080,8080,false,NRT,Asia Pacific,Tokyo,79,10.58
168.138.200.159,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.56
132.145.123.112,2083,2083,true,NRT,Asia Pacific,Tokyo,93,10.56
131.186.59.94,8080,8080,false,NRT,Asia Pacific,Tokyo,80,10.56
141.147.182.76,2083,2083,true,NRT,Asia Pacific,Tokyo,136,10.56
138.3.220.4,2053,2053,true,NRT,Asia Pacific,Tokyo,111,10.55
138.3.212.162,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.54
132.145.113.148,80,80,false,NRT,Asia Pacific,Tokyo,83,10.54
132.145.123.112,2096,2096,true,NRT,Asia Pacific,Tokyo,86,10.53
158.101.95.113,2086,2086,false,NRT,Asia Pacific,Tokyo,70,10.53
131.186.63.35,2095,2095,false,NRT,Asia Pacific,Tokyo,78,10.53
193.123.37.159,443,443,true,FRA,Europe,Frankfurt,176,10.52
158.101.146.160,8443,8443,true,NRT,Asia Pacific,Tokyo,96,10.52
158.101.137.96,8880,8880,false,NRT,Asia Pacific,Tokyo,80,10.51
131.186.63.184,8443,8443,true,NRT,Asia Pacific,Tokyo,105,10.51
138.3.218.160,80,80,false,NRT,Asia Pacific,Tokyo,92,10.51
158.101.155.115,2083,2083,true,NRT,Asia Pacific,Tokyo,161,10.50
132.145.123.238,8880,8880,false,NRT,Asia Pacific,Tokyo,79,10.50
131.186.34.244,2083,2083,true,NRT,Asia Pacific,Tokyo,85,10.50
158.101.146.203,2052,2052,false,NRT,Asia Pacific,Tokyo,87,10.50
143.47.231.135,443,443,true,FRA,Europe,Frankfurt,203,10.49
168.138.200.159,2053,2053,true,NRT,Asia Pacific,Tokyo,80,10.49
158.101.143.49,2082,2082,false,NRT,Asia Pacific,Tokyo,91,10.49
141.144.207.208,443,443,true,FRA,Europe,Frankfurt,174,10.49
158.101.147.4,80,80,false,NRT,Asia Pacific,Tokyo,78,10.48
138.3.211.101,2083,2083,true,NRT,Asia Pacific,Tokyo,80,10.48
131.186.41.82,2086,2086,false,NRT,Asia Pacific,Tokyo,87,10.47
141.147.179.64,2083,2083,true,NRT,Asia Pacific,Tokyo,99,10.47
158.101.158.238,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.47
138.3.214.43,8080,8080,false,NRT,Asia Pacific,Tokyo,90,10.47
132.145.120.103,80,80,false,NRT,Asia Pacific,Tokyo,93,10.47
168.138.205.195,2086,2086,false,NRT,Asia Pacific,Tokyo,71,10.46
158.101.69.144,2086,2086,false,NRT,Asia Pacific,Tokyo,79,10.46
155.248.160.116,2086,2086,false,NRT,Asia Pacific,Tokyo,92,10.46
132.145.127.21,8080,8080,false,NRT,Asia Pacific,Tokyo,78,10.46
141.144.204.27,8443,443,true,AMS,Europe,Amsterdam,205,10.45
158.101.209.25,443,443,true,FRA,Europe,Frankfurt,172,10.44
152.70.99.218,8880,8880,false,NRT,Asia Pacific,Tokyo,88,10.44
132.145.126.204,8080,8080,false,NRT,Asia Pacific,Tokyo,85,10.44
141.147.189.242,2086,2086,false,NRT,Asia Pacific,Tokyo,84,10.44
158.101.149.81,2096,2096,true,NRT,Asia Pacific,Tokyo,160,10.44
155.248.162.160,8080,8080,false,NRT,Asia Pacific,Tokyo,81,10.43
158.101.68.48,2095,2095,false,NRT,Asia Pacific,Tokyo,89,10.43
132.145.122.95,8443,8443,true,NRT,Asia Pacific,Tokyo,86,10.42
158.101.150.74,8880,8880,false,NRT,Asia Pacific,Tokyo,79,10.42
131.186.44.38,2096,2096,true,NRT,Asia Pacific,Tokyo,109,10.42
132.145.127.21,8443,8443,true,NRT,Asia Pacific,Tokyo,77,10.41
131.186.63.184,2082,2082,false,NRT,Asia Pacific,Tokyo,87,10.41
138.3.211.101,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.40
158.101.65.24,2096,2096,true,NRT,Asia Pacific,Tokyo,97,10.39
138.3.210.114,2083,2083,true,NRT,Asia Pacific,Tokyo,83,10.38
158.101.137.74,2095,2095,false,NRT,Asia Pacific,Tokyo,72,10.38
138.3.211.101,8443,8443,true,NRT,Asia Pacific,Tokyo,70,10.37
168.138.206.68,8080,8080,false,NRT,Asia Pacific,Tokyo,98,10.36
132.145.122.95,8880,8880,false,NRT,Asia Pacific,Tokyo,68,10.36
152.70.103.145,2086,2086,false,NRT,Asia Pacific,Tokyo,71,10.36
151.145.66.219,2052,2052,false,NRT,Asia Pacific,Tokyo,92,10.36
158.101.150.74,2053,2053,true,NRT,Asia Pacific,Tokyo,127,10.35
141.147.186.210,8080,8080,false,NRT,Asia Pacific,Tokyo,106,10.34
141.144.243.135,443,443,true,FRA,Europe,Frankfurt,186,10.34
131.186.45.88,2052,2052,false,NRT,Asia Pacific,Tokyo,82,10.34
138.3.214.43,80,80,false,NRT,Asia Pacific,Tokyo,71,10.33
131.186.39.42,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.32
132.145.114.4,2052,2052,false,NRT,Asia Pacific,Tokyo,97,10.32
141.147.182.76,8443,8443,true,NRT,Asia Pacific,Tokyo,116,10.31
158.101.149.122,2086,2086,false,NRT,Asia Pacific,Tokyo,92,10.31
158.101.155.246,2083,2083,true,NRT,Asia Pacific,Tokyo,117,10.31
141.147.169.131,2083,2083,true,NRT,Asia Pacific,Tokyo,74,10.31
158.101.137.74,2082,2082,false,NRT,Asia Pacific,Tokyo,84,10.30
132.145.121.34,2096,2096,true,NRT,Asia Pacific,Tokyo,71,10.30
141.147.1.240,443,443,true,FRA,Europe,Frankfurt,181,10.29
155.248.160.83,2082,2082,false,NRT,Asia Pacific,Tokyo,91,10.29
132.145.114.250,2086,2086,false,NRT,Asia Pacific,Tokyo,78,10.29
131.186.61.45,2082,2082,false,NRT,Asia Pacific,Tokyo,81,10.29
132.145.115.17,2052,2052,false,NRT,Asia Pacific,Tokyo,81,10.28
132.145.120.115,2053,2053,true,NRT,Asia Pacific,Tokyo,87,10.28
158.101.70.155,8443,8443,true,NRT,Asia Pacific,Tokyo,103,10.27
141.147.160.221,2053,2053,true,NRT,Asia Pacific,Tokyo,120,10.27
158.101.146.160,8080,8080,false,NRT,Asia Pacific,Tokyo,76,10.27
158.101.69.144,2052,2052,false,NRT,Asia Pacific,Tokyo,90,10.27
158.101.142.103,2053,2053,true,NRT,Asia Pacific,Tokyo,98,10.26
151.145.71.40,80,80,false,NRT,Asia Pacific,Tokyo,77,10.26
132.145.127.51,8880,8880,false,NRT,Asia Pacific,Tokyo,74,10.25
132.145.121.34,2095,2095,false,NRT,Asia Pacific,Tokyo,89,10.25
132.145.121.247,2052,2052,false,NRT,Asia Pacific,Tokyo,78,10.25
141.147.166.95,2052,2052,false,NRT,Asia Pacific,Tokyo,77,10.24
158.101.95.113,80,80,false,NRT,Asia Pacific,Tokyo,89,10.24
141.144.199.118,443,443,true,FRA,Europe,Frankfurt,174,10.23
132.145.127.51,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.23
168.138.206.109,80,80,false,NRT,Asia Pacific,Tokyo,89,10.23
131.186.61.45,8443,8443,true,NRT,Asia Pacific,Tokyo,106,10.22
129.159.243.227,443,443,true,FRA,Europe,Frankfurt,165,10.21
132.145.253.30,443,443,true,FRA,Europe,Frankfurt,167,10.21
151.145.65.203,8443,8443,true,NRT,Asia Pacific,Tokyo,102,10.21
158.101.158.238,8080,8080,false,NRT,Asia Pacific,Tokyo,89,10.21
131.186.37.191,2086,2086,false,NRT,Asia Pacific,Tokyo,77,10.21
131.186.39.42,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.20
132.145.123.143,2087,2087,true,NRT,Asia Pacific,Tokyo,82,10.20
141.147.174.7,2087,2087,true,NRT,Asia Pacific,Tokyo,128,10.19
158.101.149.52,8880,8880,false,NRT,Asia Pacific,Tokyo,91,10.19
158.101.142.103,2083,2083,true,NRT,Asia Pacific,Tokyo,116,10.19
158.101.90.190,2082,2082,false,NRT,Asia Pacific,Tokyo,76,10.19
138.2.167.137,443,443,true,FRA,Europe,Frankfurt,166,10.19
158.101.149.71,8080,8080,false,NRT,Asia Pacific,Tokyo,82,10.18
132.145.126.204,2053,2053,true,NRT,Asia Pacific,Tokyo,71,10.18
131.186.58.151,2052,2052,false,NRT,Asia Pacific,Tokyo,101,10.17
132.145.126.21,8443,8443,true,NRT,Asia Pacific,Tokyo,75,10.17
131.186.36.248,8880,8880,false,NRT,Asia Pacific,Tokyo,81,10.16
131.186.59.94,2095,2095,false,NRT,Asia Pacific,Tokyo,69,10.16
158.101.133.129,2083,2083,true,NRT,Asia Pacific,Tokyo,169,10.15
158.101.149.81,2052,2052,false,NRT,Asia Pacific,Tokyo,93,10.15
132.145.123.14,2086,2086,false,NRT,Asia Pacific,Tokyo,71,10.15
141.147.36.52,443,443,true,FRA,Europe,Frankfurt,204,10.15
152.70.98.174,2082,2082,false,NRT,Asia Pacific,Tokyo,78,10.15
